"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"C8FIT5CP","journalArticle","2002","Sork, V. L.; Davis, F. W.; Smouse, P. E.; Apsit, V. J.; Dyer, R. J.; Fernandez-M, J. F.; Kuhn, B.","Pollen movement in declining populations of California Valley oak, Quercus lobata: where have all the fathers gone?","Molecular Ecology","","1365-294X","10.1046/j.1365-294X.2002.01574.x","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2002.01574.x","The fragmented populations and reduced population densities that result from human disturbance are issues of growing importance in evolutionary and conservation biology. A key issue is whether remnant individuals become reproductively isolated. California Valley oak (Quercus lobata) is a widely distributed, endemic species in California, increasingly jeopardized by anthropogenic changes in biota and land use. We studied pollen movement in a savannah population of Valley oak at Sedgwick Reserve, Santa Barbara County, to estimate effective number of pollen donors (Nep) and average distance of effective pollen movement (δ). Using twogener, our recently developed hybrid model of paternity and genetic structure treatments that analyses maternal and progeny multilocus genotypes, we found that current Nep = 3.68 individuals. Based on an average adult density of d= 1.19 stems/ha, we assumed a bivariate normal distribution to model current average pollen dispersal distance (δ) and estimated δ= 64.8 m. We then deployed our parameter estimates in spatially explicit models of the Sedgwick population to evaluate the extent to which Nep may have changed, as a consequence of progressive stand thinning between 1944 and 1999. Assuming that pollen dispersal distance has not changed, we estimate Nep was 4.57 individuals in 1944, when stand density was 1.48. Both estimates indicate fewer effective fathers than one might expect for wind-pollinated species and fewer than observed elsewhere. The results presented here provide a basis for further refinements on modelling pollen movement. If the trends continue, then ongoing demographic attrition could further reduce neighbourhood size in Valley oak resulting in increased risk of reproductive failure and genetic isolation.","2002","2024-05-29 21:49:03","2024-05-29 21:49:11","2024-05-29 21:49:03","1657-1668","","9","11","","","Pollen movement in declining populations of California Valley oak, Quercus lobata","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-294X.2002.01574.x","","/Users/nelly/Zotero/storage/Q4IC3H5V/Sork et al. - 2002 - Pollen movement in declining populations of Califo.pdf; ; /Users/nelly/Zotero/storage/ZLKNDPMX/j.1365-294x.2002.01574.html","notion://www.notion.so/Sork-et-al-2002-ef049499dcfd4c74a350484f72eebe03","notion","California Valley oak; genetic isolation; pollen flow; Quercus lobata; twogener","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9TZPZHA","journalArticle","2016","Sork, Victoria L.; Gugger, Paul F.; Chen, Jin-Ming; Werth, Silke","Evolutionary lessons from California plant phylogeography","Proceedings of the National Academy of Sciences of the United States of America","","0027-8424","","https://www.jstor.org/stable/26470864","Phylogeography documents the spatial distribution of genetic lineages that result from demographic processes, such as population expansion, population contraction, and gene movement, shaped by climate fluctuations and the physical landscape. Because most phylogeographic studies have used neutral markers, the role of selection may have been undervalued. In this paper, we contend that plants provide a useful evolutionary lesson about the impact of selection on spatial patterns of neutral genetic variation, when the environment affects which individuals can colonize new sites, and on adaptive genetic variation, when environmental heterogeneity creates divergence at specific loci underlying local adaptation. Specifically, we discuss five characteristics found in plants that intensify the impact of selection: sessile growth form, high reproductive output, leptokurtic dispersal, isolation by environment, and the potential to evolve longevity. Collectively, these traits exacerbate the impact of environment on movement between populations and local selection pressures—both of which influence phylogeographic structure. We illustrate how these unique traits shape these processes with case studies of the California endemic oak, Quercus lobata, and the western North American lichen, Ramalina menziesii. Obviously, the lessons we learn from plant traits are not unique to plants, but they highlight the need for future animal, plant, and microbe studies to incorporate its impact. Modern tools that generate genome-wide sequence data are now allowing us to decipher how evolutionary processes affect the spatial distribution of different kinds of genes and also to better model future spatial distribution of species in response to climate change.","2016","2024-05-30 00:37:35","2024-05-30 00:37:54","2024-05-30 00:37:35","8064-8071","","29","113","","","","","","","","","","","","","","","JSTOR","","Publisher: National Academy of Sciences","","/Users/nelly/Zotero/storage/EQDJ5IXE/Sork et al. - 2016 - Evolutionary lessons from California plant phyloge.pdf; ","notion://www.notion.so/Sork-et-al-2016-e5d2128a477f4f479aa89d430c0a4450","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYJZ4HE2","journalArticle","2016","Backs, Janet Rizner; Terry, Martin; Ashley, Mary V.","Using Genetic Analysis to Evaluate Hybridization as a Conservation Concern for the Threatened Species Quercus Hinckleyi C.h. Muller (fagaceae)","International Journal of Plant Sciences","","10585893","","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=edsjsr&AN=edsjsr.26558364&lang=es&site=eds-live","Hybridization among oaks is well documented and is of special concern in conservation efforts directed toward threatened or endangered Quercus , species such as Quercus hinckleyi .","2016-01-01","2024-05-30 01:16:37","2024-05-30 01:16:55","2024-05-30 01:16:37","122-131","","2","177","","","","","","","","","","","","","","","EBSCOhost","","","","/Users/nelly/Zotero/storage/B5SLE2A3/Backs et al. - 2016 - Using Genetic Analysis to Evaluate Hybridization a.pdf; ","notion://www.notion.so/Backs-et-al-2016-11ab0588e536449f9b46b82d805f808a","notion","conservation; hybridization; Quercus hinckleyi; Quercus pungens; Quercus vaseyana; threatened species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJD5DLZ5","journalArticle","2018","Ashley, Mary V.; Backs, Janet R.; Kindsvater, Laura; Abraham, Saji T.","Genetic Variation and Structure in an Endemic Island Oak, Quercus Tomentella , and Mainland Canyon Oak, Quercus Chrysolepis","International Journal of Plant Sciences","","10585893","","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=edsjsr&AN=edsjsr.26558392&lang=es&site=eds-live","Quercus tomentella is a tree species endemic to the California Channel Islands and Isla Guadalupe. Given its distribution across six widely separated islands, significant genetic structure would be expected, despite the propensity of oaks for long-distance pollen dispersal. In comparison, its close mainland relative, Quercus chrysolepis , has a more continuous range and fewer barriers to gene flow.","2018-01-01","2024-05-30 01:19:58","2024-05-30 01:20:06","2024-05-30 01:19:58","151-161","","2","179","","","","","","","","","","","","","","","EBSCOhost","","","","/Users/nelly/Zotero/storage/AKVI852J/Ashley et al. - 2018 - Genetic Variation and Structure in an Endemic Isla.pdf; ","notion://www.notion.so/Ashley-et-al-2018-0f59902460224410b66ac9ee52f91824","notion","California Channel Islands; conservation; island endemic; Quercus chrysolepis; Quercus tomentella","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKQBF8QP","journalArticle","2021","Backs, Janet Rizner; Hoban, Sean; Ashley, Mary V.","Genetic Diversity Assessment of Ex Situ Collections of Endangered Quercus hinckleyi","International Journal of Plant Sciences","","10585893","10.1086/712783","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=asn&AN=148943928&lang=es&site=eds-live","Premise of research. Conservation of imperiled plant species can benefit from ex situ collections, including the living collections of botanic gardens and arboreta. Such living collections should strive to capture and maintain the genetic diversity found in the remaining wild populations. Ex situ collections may also harbor genetic variability that has been lost from wild populations. Quercus hinckleyi is an extremely rare (International Union for Conservation of Nature and Natural Resources [IUCN] Critically Endangered) oak known from a few sites in Presidio County, Texas. It is the only native US oak protected under the Endangered Species Act. Here we evaluate the genetic variation of the Q. hinckleyi ex situ metacollection relative to that of the remnant in situ population. Methodology. We apply microsatellite genotyping to Q. hinckleyi sampled from plants growing in ex situ collections (N = 22 , from nine gardens) and compare the results with genetic studies of the in situ population. We compare allelic diversity, genotypic diversity, and population structure. Pivotal results. The ex situ metacollection is small but has high allelic diversity and captures about 57% of the allelic diversity of the wild population. Ex situ plants contain 22 new alleles that contribute 13% of the species' total allelic diversity. All ex situ individuals have unique genotypes, none of which were found in situ, and thus they comprise 15% of the species' genotypic variation. The ex situ plants align with only one of three genetic clusters identified in situ, demonstrating an important gap in the ex situ metacollection. Conclusions. The ex situ collection of Q. hinckleyi , while small, is genetically diverse and provides additional allelic and genotypic diversity not currently existing in situ. However, a significant portion of genetic diversity is lacking from ex situ plants, with the metacollection likely derived from only one of the in situ clusters. Collecting seed from the other clusters is a high priority.","2021-04-03","2024-05-30 01:21:41","2024-05-30 01:21:54","2024-05-30 01:21:41","220-228","","3","182","","","","","","","","","","","","","","","EBSCOhost","","Publisher: University of Chicago Press","","/Users/nelly/Zotero/storage/68NN5EN6/Backs et al. - 2021 - Genetic Diversity Assessment of Ex Situ Collection.pdf; ","notion://www.notion.so/Backs-et-al-2021-254144af4a914315b27a393a7a73ad5f","notion","BOTANICAL gardens; conservation genetics; CONSERVATION of natural resources; endangered oaks; ENDANGERED species; ex situ conservation; GENOTYPES; metacollection; microsatellites; PLANT species; Quercus hinckleyi; TEXAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJZY3NPI","journalArticle","2023","Denk, Thomas; Grimm, Guido W; Hipp, Andrew L; Bouchal, Johannes M; Schulze, Ernst-Detlef; Simeone, Marco C","Niche evolution in a northern temperate tree lineage: biogeographical legacies in cork oaks (Quercus section Cerris)","Annals of Botany","","0305-7364","10.1093/aob/mcad032","https://doi.org/10.1093/aob/mcad032","Cork oaks (Quercus section Cerris) comprise 15 extant species in Eurasia. Despite being a small clade, they display a range of leaf morphologies comparable to the largest sections (&gt;100 spp.) in Quercus. Their fossil record extends back to the Eocene. Here, we explore how cork oaks achieved their modern ranges and how legacy effects might explain niche evolution in modern species of section Cerris and its sister section Ilex, the holly oaks.We inferred a dated phylogeny for cork and holly oaks using a reduced-representation next-generation sequencing method, restriction site-associated DNA sequencing (RAD-seq), and used D-statistics to investigate gene flow hypotheses. We estimated divergence times using a fossilized birth–death model calibrated with 47 fossils. We used Köppen profiles, selected bioclimatic parameters and forest biomes occupied by modern species to infer ancestral climatic and biotic niches.East Asian and Western Eurasian cork oaks diverged initially in the Eocene. Subsequently, four Western Eurasian lineages (subsections) differentiated during the Oligocene and Miocene. Evolution of leaf size, form and texture was correlated, in part, with multiple transitions from ancestral humid temperate climates to mediterranean, arid and continental climates. Distantly related but ecologically similar species converged on similar leaf traits in the process.Originating in temperate (frost-free) biomes, Eocene to Oligocene ranges of the primarily deciduous cork oaks were restricted to higher latitudes (Siberia to north of Paratethys). Members of the evergreen holly oaks (section Ilex) also originated in temperate biomes but migrated southwards and south-westwards into then-(sub)tropical southern China and south-eastern Tibet during the Eocene, then westwards along existing pre-Himalayan mountain ranges. Divergent biogeographical histories and deep-time phylogenetic legacies (in cold and drought tolerance, nutrient storage and fire resistance) thus account for the modern species mosaic of Western Eurasian oak communities, which are composed of oaks belonging to four sections.","2023-04-11","2024-05-30 01:29:41","2024-05-30 01:29:49","2024-05-30 01:29:41","769-787","","5","131","","Annals of Botany","Niche evolution in a northern temperate tree lineage","","","","","","","","","","","","Silverchair","","","","/Users/nelly/Zotero/storage/J4458WYT/Denk et al. - 2023 - Niche evolution in a northern temperate tree linea.pdf; ; /Users/nelly/Zotero/storage/XBT9DPSI/7048405.html","notion://www.notion.so/Denk-et-al-2023-6dcee880d63849b0b46ee3e1626c9a96","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLELQ4Y4","journalArticle","2021","O’Donnell, Scott T; Fitz-Gibbon, Sorel T; Sork, Victoria L","Ancient Introgression Between Distantly Related White Oaks (Quercus sect. Quercus) Shows Evidence of Climate-Associated Asymmetric Gene Exchange","Journal of Heredity","","0022-1503","10.1093/jhered/esab053","https://doi.org/10.1093/jhered/esab053","Ancient introgression can be an important source of genetic variation that shapes the evolution and diversification of many taxa. Here, we estimate the timing, direction, and extent of gene flow between two distantly related oak species in the same section (Quercus sect. Quercus). We estimated these demographic events using genotyping by sequencing data, which generated 25 702 single nucleotide polymorphisms for 24 individuals of California scrub oak (Quercus berberidifolia) and 23 individuals of Engelmann oak (Quercus engelmannii). We tested several scenarios involving gene flow between these species using the diffusion approximation-based population genetic inference framework and model-testing approach of the Python package DaDi. We found that the most likely demographic scenario includes a bottleneck in Q. engelmannii that coincides with asymmetric gene flow from Q. berberidifolia into Q. engelmannii. Given that the timing of this gene flow coincides with the advent of a Mediterranean-type climate in the California Floristic Province, we propose that changing precipitation patterns and seasonality may have favored the introgression of climate-associated genes from the endemic into the non-endemic California oak.","2021-10-01","2024-05-30 02:08:13","2024-05-30 02:08:31","2024-05-30 02:08:13","663-670","","7","112","","Journal of Heredity","","","","","","","","","","","","","Silverchair","","","","/Users/nelly/Zotero/storage/8QI6ZL5N/O’Donnell et al. - 2021 - Ancient Introgression Between Distantly Related Wh.pdf; ; /Users/nelly/Zotero/storage/56JGFPYB/6368840.html","notion://www.notion.so/O-Donnell-et-al-2021-3345820340574facaceffebed3b70415","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IXW5KGI","journalArticle","2024","Mead, Alayna; Fitz-Gibbon, Sorel T; Escalona, Merly; Beraut, Eric; Sacco, Samuel; Marimuthu, Mohan P A; Nguyen, Oanh; Sork, Victoria L","The genome assembly of Island Oak (Quercus tomentella), a relictual island tree species","Journal of Heredity","","1465-7333","10.1093/jhered/esae002","https://doi.org/10.1093/jhered/esae002","Island oak (Quercus tomentella) is a rare relictual island tree species that exists only on six islands off the coast of California and Mexico, but was once widespread throughout mainland California. Currently, this species is endangered by threats such as non-native plants, grazing animals, and human removal. Efforts for conservation and restoration of island oak currently underway could benefit from information about its range-wide genetic structure and evolutionary history. Here we present a high-quality genome assembly for Q. tomentella, assembled using PacBio HiFi and Omni-C sequencing, developed as part of the California Conservation Genomics Project (CCGP). The resulting assembly has a length of 781 Mb, with a contig N50 of 22.0 Mb and a scaffold N50 of 63.4 Mb. This genome assembly will provide a resource for genomics-informed conservation of this rare oak species. Additionally, this reference genome will be the first one available for a species in Quercus section Protobalanus, a unique oak clade present only in western North America.","2024-03-01","2024-05-30 02:09:36","2024-05-30 02:09:52","2024-05-30 02:09:36","221-229","","2","115","","Journal of Heredity","","","","","","","","","","","","","Silverchair","","","","/Users/nelly/Zotero/storage/887AJF9A/Mead et al. - 2024 - The genome assembly of Island Oak (Quercus tomente.pdf; ; /Users/nelly/Zotero/storage/7JZC357Q/7596578.html","notion://www.notion.so/Mead-et-al-2024-5931d9aeb2c5407f8aad389c602e0622","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5IM4G34","journalArticle","2018","Rodríguez-Correa, Hernando; Oyama, Ken; Quesada, Mauricio; Fuchs, Eric J; González-Rodríguez, Antonio","Contrasting Patterns of Population History and Seed-mediated Gene Flow in Two Endemic Costa Rican Oak Species","Journal of Heredity","","0022-1503","10.1093/jhered/esy011","https://doi.org/10.1093/jhered/esy011","Lower Central America is an important area to study recent population history and diversification of Neotropical species due to its complex and dynamic geology and climate. Phylogeographic studies in this region are few in comparison with other regions and even less for tree species. The aim of the present study was to characterize the phylogeographic structure in 2 partially co-distributed endemic oak species (Quercus costaricensis and Q. bumelioides) of the Costa Rican mountains using chloroplast short sequence repeats (cpSSRs), and to test for the effect of geological and palaeoclimatic processes on their population history. Genetic diversity and structure, haplotype networks, patterns of seed-mediated gene flow and historical demography were estimated for both species. Results suggested contrasting patterns. Quercus costaricensis exhibited high values of genetic diversity, a marked phylogeographic structure, a north-to-south genetic diversity gradient and evidence of a demographic expansion during the Quaternary. Quercus bumelioides did not show significant genetic structure and the haplotype network and historical demography estimates suggested a recent population expansion probably during the Pleistocene-Holocene transition. The phylogeographic structure of Q. costaricensis seems to be related to Pleistocene altitudinal migration due to its higher altitudinal distribution. Meanwhile, historical seed-mediated gene flow through the lower altitudinal distribution of Q. bumelioides may have promoted the homogenization of genetic variation. Population expansion and stable availability of suitable climatic areas in both species probably indicate that palaeoclimatic changes promoted downwards altitudinal migration and formation of continuous forests allowing oak species to expand their distribution into the Panamanian mountains during glacial stages.","2018-06-27","2024-05-30 02:15:34","2024-05-30 02:15:43","2024-05-30 02:15:34","530-542","","5","109","","Journal of Heredity","","","","","","","","","","","","","Silverchair","","","","/Users/nelly/Zotero/storage/EMCX4ZPU/Rodríguez-Correa et al. - 2018 - Contrasting Patterns of Population History and See.pdf; ; /Users/nelly/Zotero/storage/HXSFNC8M/4917313.html","notion://www.notion.so/Rodr-guez-Correa-et-al-2018-ae63cc43f553464b99bf54447210c45e","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXFVYXAS","journalArticle","2017","Gugger, Paul F.; Peñaloza-Ramírez, Juan Manuel; Wright, Jessica W.; Sork, Victoria L.","Whole-transcriptome response to water stress in a California endemic oak, Quercus lobata","Tree Physiology","","0829-318X","10.1093/treephys/tpw122","https://doi.org/10.1093/treephys/tpw122","Reduced water availability during drought can create major stress for many plant species. Within a species, populations with a history of seasonal drought may have evolved the ability to tolerate drought more than those in areas of high precipitation and low seasonality. In this study, we assessed response to water stress in a California oak species, Quercus lobata Née, by measuring changes in gene expression profiles before and after a simulated drought stress treatment through water deprivation of seedlings in a greenhouse setting. Using whole-transcriptome sequencing from nine samples from three collection localities, we identified which genes are involved in response to drought stress and tested the hypothesis that seedlings sampled from climatically different regions of the species range respond to water stress differently. We observed a surprisingly massive transcriptional response to drought: 35,347 of 68,434 contigs (52%) were differentially expressed before versus after drought treatment, of which 18,111 were down-regulated and 17,236 were up-regulated. Genes functionally associated with abiotic stresses and death were enriched among the up-regulated genes, whereas metabolic and cell part-related genes were enriched among the down-regulated. We found 56 contigs that exhibited significantly different expression responses to the drought treatment among the three populations (treatment × population interaction), suggesting that those genes may be involved in local adaptation to drought stress. These genes have stress response (e.g., WRKY DNA-binding protein 51 and HSP20-like chaperones superfamily protein), metabolic (e.g., phosphoglycerate kinase and protein kinase superfamily protein), transport/transfer (e.g., cationic amino acid transporter 7 and K+ transporter) and regulatory functions (e.g., WRKY51 and Homeodomain-like transcriptional regulator). Baseline expression levels of 1310 unique contigs also differed among pairs of populations, and they were enriched for metabolic and cell part-related genes. Out of the large fraction of the transcriptome that was differentially expressed in response to our drought treatment, we identified several novel genes that are candidates for involvement in local adaptation to drought.","2017-05-01","2024-05-30 02:23:46","2024-05-30 02:23:53","2024-05-30 02:23:46","632-644","","5","37","","Tree Physiology","","","","","","","","","","","","","Silverchair","","","","/Users/nelly/Zotero/storage/Z99UHF9G/Gugger et al. - 2017 - Whole-transcriptome response to water stress in a .pdf; ; /Users/nelly/Zotero/storage/5WVIAU2S/2731788.html","notion://www.notion.so/Gugger-et-al-2017-968277d10b6644d1be55635edbd3f60b","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIP4CACR","journalArticle","2020","Hoban, Sean; Callicrate, Taylor; Clark, John; Deans, Susan; Dosmann, Michael; Fant, Jeremie; Gailing, Oliver; Havens, Kayri; Hipp, Andrew L.; Kadav, Priyanka; Kramer, Andrea T.; Lobdell, Matthew; Magellan, Tracy; Meerow, Alan W.; Meyer, Abby; Pooler, Margaret; Sanchez, Vanessa; Spence, Emma; Thompson, Patrick; Toppila, Raakel; Walsh, Seana; Westwood, Murphy; Wood, Jordan; Griffith, M. Patrick","Taxonomic similarity does not predict necessary sample size for ex situ conservation: a comparison among five genera","Proceedings of the Royal Society B: Biological Sciences","","","10.1098/rspb.2020.0102","https://royalsocietypublishing.org/doi/full/10.1098/rspb.2020.0102","Effectively conserving biodiversity with limited resources requires scientifically informed and efficient strategies. Guidance is particularly needed on how many living plants are necessary to conserve a threshold level of genetic diversity in ex situ collections. We investigated this question for 11 taxa across five genera. In this first study analysing and optimizing ex situ genetic diversity across multiple genera, we found that the percentage of extant genetic diversity currently conserved varies among taxa from 40% to 95%. Most taxa are well below genetic conservation targets. Resampling datasets showed that ideal collection sizes vary widely even within a genus: one taxon typically required at least 50% more individuals than another (though Quercus was an exception). Still, across taxa, the minimum collection size to achieve genetic conservation goals is within one order of magnitude. Current collections are also suboptimal: they could remain the same size yet capture twice the genetic diversity with an improved sampling design. We term this deficiency the ‘genetic conservation gap’. Lastly, we show that minimum collection sizes are influenced by collection priorities regarding the genetic diversity target. In summary, current collections are insufficient (not reaching targets) and suboptimal (not efficiently designed), and we show how improvements can be made.","2020-04-29","2024-05-30 02:36:40","2024-05-30 02:36:55","2024-05-30 02:36:40","20200102","","1926","287","","","Taxonomic similarity does not predict necessary sample size for ex situ conservation","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","Publisher: Royal Society","","/Users/nelly/Zotero/storage/AMBYKITH/Hoban et al. - 2020 - Taxonomic similarity does not predict necessary sa.pdf; ","notion://www.notion.so/Hoban-et-al-2020-5307fd15796a4fe59e9fe67afa480529","notion","botanic gardens; conservation planning; Evaluation of clinical prediction models (part 3): calculating the sample size required for an external validation study; ex situ conservation; genetic diversity; seed banks; trees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WBSIRHJ","journalArticle","2006","Grivet, Delphine; Deguilloux, Marie-France; Petit, Remy J.; Sork, Victoria L.","Contrasting patterns of historical colonization in white oaks (Quercus spp.) in California and Europe","Molecular Ecology","","1365-294X","10.1111/j.1365-294X.2006.03083.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2006.03083.x","Phylogeography allows the inference of evolutionary processes that have shaped the current distribution of genealogical lineages across a landscape. In this perspective, comparative phylogeographical analyses are useful in detecting common historical patterns by either comparing different species within the same area within a continent or by comparing similar species in different areas. Here, we analyse one taxon (the white oak, genus Quercus, subgenus Quercus, section Quercus) that is widespread worldwide, and we evaluate its phylogeographical pattern on two different continents: western North America and Western Europe. The goals of the present study are: (i) to compare the chloroplast genetic diversity found in one California oak species vs. that found in the extensively studied European oak species (in France and the Iberian Peninsula); (ii) to contrast the geographical structure of haplotypes between these two taxa and test for a phylogeographical structure for the California species. For this purpose, we used the same six maternally inherited chloroplast microsatellite markers and a similar sampling strategy. The haplotype diversity within site as well as the differentiation among sites was alike in both taxa, but the Californian species has higher allelic richness with a greater number of haplotypes (39 vs. 11 in the European white oak complex). Furthermore, in California these 39 haplotypes are distributed locally in patches while in the European oaks haplotypes are distributed into lineages partitioned longitudinally. These contrasted patterns could indicate that gene movement in California oak populations have been more stable in response to past climatic and geological events, in contrast to their European counterparts.","2006","2024-05-30 04:43:49","2024-05-30 04:43:59","2024-05-30 04:43:49","4085-4093","","13","15","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-294X.2006.03083.x","","/Users/nelly/Zotero/storage/4X8YU46C/Grivet et al. - 2006 - Contrasting patterns of historical colonization in.pdf; ; /Users/nelly/Zotero/storage/9SECU3HF/j.1365-294x.2006.03083.html","notion://www.notion.so/Grivet-et-al-2006-9fff9539e8954458b8999ed7ddfb366d","notion","chloroplast DNA; comparative phylogeography; glaciation; migration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS4KRX9B","journalArticle","2009","Grivet, Delphine; Robledo-Arnuncio, Juan J.; Smouse, Peter E.; Sork, Victoria L.","Relative contribution of contemporary pollen and seed dispersal to the effective parental size of seedling population of California valley oak (Quercus lobata, Née)","Molecular Ecology","","1365-294X","10.1111/j.1365-294X.2009.04326.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2009.04326.x","For plant populations, gene movement through pollen and seed dispersal governs the size of local genetic neighbourhoods and shapes the opportunities for natural selection and genetic drift. A critical question is how together these two processes influence the evolutionary dynamics of local populations. To assess the respective contributions of pollen and seed flow, we propose a novel indirect assessment of the separate male and female gametic contributions to total effective parental size (Ne), based on parental correlations estimated via kinship coefficients, that can be applied to data sets that include unambiguous genotypes for male and female gametic contributions. Using the endemic Californian valley oak (Quercus lobata) as our study species, we apply this method to a set of microsatellite genotypes for two distinct ecological sets of naturally recruiting seedlings with acorns attached. We found that the effective numbers of contributing male parents (Nep) exceed effective numbers of female parents (Nem) for seedlings established beneath adult trees (Nep = 8.1 and Nem = 1.1), as well as for seedlings established away from adult trees (Nep = 15.4 and Nem = 2.7), illustrating that seed dispersal enhances pollen dispersal and increases the effective number of seed sources in open seedling patches. The resulting effective parental size of seedling populations translates into smaller effective numbers of parents for undispersed vs. dispersed seedlings (Ne = 3.6 and Ne = 6.7, respectively). This study introduces a novel statistic method and provides important new evidence that, on a short-term temporal scale, seed dispersal shapes the local neighbourhood size of new recruits.","2009","2024-05-30 04:56:57","2024-05-30 04:57:14","2024-05-30 04:56:57","3967-3979","","19","18","","","","","","","","","","en","© 2009 Blackwell Publishing Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-294X.2009.04326.x","","/Users/nelly/Zotero/storage/99HP5QA4/Grivet et al. - 2009 - Relative contribution of contemporary pollen and s.pdf; ; /Users/nelly/Zotero/storage/HW5YKYVN/j.1365-294x.2009.04326.html","notion://www.notion.so/Grivet-et-al-2009-7efdfd5a88bf4b20b7a989f2369aa420","notion","effective parental size; neighbourhood; pollen; Quercus lobata; seed; seedling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
