Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
53SEB2YX,journalArticle,2019,"Sun, Jing‐Jing; Zhou, Tao; Zhang, Rui‐Ting; Jia, Yun; Zhao, Yue‐Mei; Yang, Jia; Zhao, Gui‐Fang",Comparative transcriptomes and development of expressed sequence tag‐simple sequence repeat markers for two closely related oak species,Journal of Systematics & Evolution,,16744918,10.1111/jse.12469,http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=asn&AN=138610096&lang=es&site=eds-live,"Quercus species comprise the major genera in the family Fagaceae and they are widely distributed in the Northern Hemisphere. Many Quercus species, including several endemics, are distributed in China. Genetic resources have been established for the important genera but few transcriptomes are available for Quercus species in China. In this study, we used Illumina paired‐end sequencing to obtain the transcriptomes of two oak species, Q. liaotungensis Koidz. and Q. mongolica Fisch. ex Turcz. Approximately 24 million reads were generated and then a total of 103 618 unigenes were obtained after assembly for both species. Comparative transcriptome analyses of both species identified a total of 12 981 orthologous contigs. The Ka/Ks estimation and enrichment analysis indicated that 1179 (9.08%) orthologs showed rapid evolution, and most of these orthologs were related to functions comprising ""DNA repair"", ""response to cold"", and ""response to drought"". This findings could provide some insights into how these two closely related Quercus species adapted to extreme environments characterized by aridity and cold. The divergence time (approximately 4.27–5.93 Mya) between the two Quercus species was estimated according to the Ks distribution. Moreover, 16 608 simple sequence repeat loci were detected and 12 363 primer pairs were designed. Subsequently, 158 of the 12 363 primer pairs were randomly selected to test the polymorphisms and 92 of the primer pairs were successfully amplified in the two oak species. The resultant orthologs and simple sequence repeat markers are valuable for genetic differentiation analyses and evolutionary studies of Quercus.",2019-09,30/05/24 6:19,30/05/24 6:19,30/05/24 6:19,440-450,,5,57,,,,,,,,,,,,,,,EBSCOhost,,Publisher: Wiley-Blackwell,,/Users/nelly/Zotero/storage/ZPERYIDC/Sun et al. - 2019 - Comparative transcriptomes and development of expr.pdf; ,notion://www.notion.so/Sun-et-al-2019-f19f407e93bd4add86f07f681a40d2bb,notion,Quercus; de novo assembly; positive selection; genetic differentiation; OAK; CHINA; CATECHOL-O-methyltransferase; DNA primers; EXTREME environments; GERMPLASM; MICROSATELLITE repeats; RNA sequencing; SPECIES; TRANSCRIPTOMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3PXJV5W,journalArticle,2023,"Lu, Mengmeng; Cao, Min; Yang, Jie; Swenson, Nathan G",Comparative transcriptomics reveals divergence in pathogen response gene families amongst 20 forest tree species,G3 Genes|Genomes|Genetics,,2160-1836,10.1093/g3journal/jkad233,https://doi.org/10.1093/g3journal/jkad233,"Forest trees provide critical ecosystem services for humanity that are under threat due to ongoing global change. Measuring and characterizing genetic diversity are key to understanding adaptive potential and developing strategies to mitigate negative consequences arising from climate change. In the area of forest genetic diversity, genetic divergence caused by large-scale changes at the chromosomal level has been largely understudied. In this study, we used the RNA-seq data of 20 co-occurring forest trees species from genera including Acer, Alnus, Amelanchier, Betula, Cornus, Corylus, Dirca, Fraxinus, Ostrya, Populus, Prunus, Quercus, Ribes, Tilia, and Ulmus sampled from Upper Peninsula of Michigan. These data were used to infer the origin and maintenance of gene family variation, species divergence time, as well as gene family expansion and contraction. We identified a signal of common whole genome duplication events shared by core eudicots. We also found rapid evolution, namely fast expansion or fast contraction of gene families, in plant–pathogen interaction genes amongst the studied diploid species. Finally, the results lay the foundation for further research on the genetic diversity and adaptive capacity of forest trees, which will inform forest management and conservation policies.",01/12/23,30/05/24 2:07,30/05/24 2:07,30/05/24 2:07,jkad233,,12,13,,G3 Genes|Genomes|Genetics,,,,,,,,,,,,,Silverchair,,,,/Users/nelly/Zotero/storage/BUKJFFAE/Lu et al. - 2023 - Comparative transcriptomics reveals divergence in .pdf; ; /Users/nelly/Zotero/storage/TQZSJL25/7303222.html,notion://www.notion.so/Lu-et-al-2023-e141eb3636414e50aa5a902805857a28,notion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8XETDUDA,journalArticle,2021,"Spence, Emma Suzuki; Fant, Jeremie B.; Gailing, Oliver; Griffith, M. Patrick; Havens, Kayri; Hipp, Andrew L.; Kadav, Priyanka; Kramer, Andrea; Thompson, Patrick; Toppila, Raakel; Westwood, Murphy; Wood, Jordan; Zumwalde, Bethany A.; Hoban, Sean",Comparing Genetic Diversity in Three Threatened Oaks,Forests,,1999-4907,10.3390/f12050561,https://www.mdpi.com/1999-4907/12/5/561,"Genetic diversity is a critical resource for species’ survival during times of environmental change. Conserving and sustainably managing genetic diversity requires understanding the distribution and amount of genetic diversity (in situ and ex situ) across multiple species. This paper focuses on three emblematic and IUCN Red List threatened oaks (Quercus, Fagaceae), a highly speciose tree genus that contains numerous rare species and poses challenges for ex situ conservation. We compare the genetic diversity of three rare oak species—Quercus georgiana, Q. oglethorpensis, and Q. boyntonii—to common oaks; investigate the correlation of range size, population size, and the abiotic environment with genetic diversity within and among populations in situ; and test how well genetic diversity preserved in botanic gardens correlates with geographic range size. Our main findings are: (1) these three rare species generally have lower genetic diversity than more abundant oaks; (2) in some cases, small population size and geographic range correlate with genetic diversity and differentiation; and (3) genetic diversity currently protected in botanic gardens is inadequately predicted by geographic range size and number of samples preserved, suggesting non-random sampling of populations for conservation collections. Our results highlight that most populations of these three rare oaks have managed to avoid severe genetic erosion, but their small size will likely necessitate genetic management going forward.",2021-05,31/05/24 3:26,31/05/24 3:27,31/05/24 3:26,561,,5,12,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 5 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/nelly/Zotero/storage/ESWFKNEM/Spence et al. - 2021 - Comparing Genetic Diversity in Three Threatened Oa.pdf; ,notion://www.notion.so/Spence-et-al-2021-081e8d3980bc4e9eaa24b76a7b879f0b,notion,botanic gardens; conservation biology; EST; ex situ; fragmentation; heterozygosity; inbreeding; microsatellites; population genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRWLBSMQ,journalArticle,2022,"Li, Yu; Wang, Tian-Rui; Kozlowski, Gregor; Liu, Mei-Hua; Yi, Li-Ta; Song, Yi-Gang","Complete Chloroplast Genome of an Endangered Species Quercus litseoides, and Its Comparative, Evolutionary, and Phylogenetic Study with Other Quercus Section Cyclobalanopsis Species",Genes,,2073-4425,10.3390/genes13071184,https://www.mdpi.com/2073-4425/13/7/1184,"Quercus litseoides, an endangered montane cloud forest species, is endemic to southern China. To understand the genomic features, phylogenetic relationships, and molecular evolution of Q. litseoides, the complete chloroplast (cp) genome was analyzed and compared in Quercus section Cyclobalanopsis. The cp genome of Q. litseoides was 160,782 bp in length, with an overall guanine and cytosine (GC) content of 36.9%. It contained 131 genes, including 86 protein-coding genes, eight ribosomal RNA genes, and 37 transfer RNA genes. A total of 165 simple sequence repeats (SSRs) and 48 long sequence repeats with A/T bias were identified in the Q. litseoides cp genome, which were mainly distributed in the large single copy region (LSC) and intergenic spacer regions. The Q. litseoides cp genome was similar in size, gene composition, and linearity of the structural region to those of Quercus species. The non-coding regions were more divergent than the coding regions, and the LSC region and small single copy region (SSC) were more divergent than the inverted repeat regions (IRs). Among the 13 divergent regions, 11 were in the LSC region, and only two were in the SSC region. Moreover, the coding sequence (CDS) of the six protein-coding genes (rps12, matK, atpF, rpoC2, rpoC1, and ndhK) were subjected to positive selection pressure when pairwise comparison of 16 species of Quercus section Cyclobalanopsis. A close relationship between Q. litseoides and Quercus edithiae was found in the phylogenetic analysis of cp genomes. Our study provided highly effective molecular markers for subsequent phylogenetic analysis, species identification, and biogeographic analysis of Quercus.",2022-07,31/05/24 4:28,31/05/24 4:28,31/05/24 4:28,1184,,7,13,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 7 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/nelly/Zotero/storage/UBP6JZFE/Li et al. - 2022 - Complete Chloroplast Genome of an Endangered Speci.pdf; ,notion://www.notion.so/Li-et-al-2022-5a7e52ab90ac4a1b8b03780fb6a69b90,notion,<i>Cyclobalanopsis litseoides</i>; Fagaceae; montane cloud forests; plastome; repeat sequences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5KVHAYPK,journalArticle,2018,"Li, Xuan; Li, Yongfu; Zang, Mingyue; Li, Mingzhi; Fang, Yanming",Complete Chloroplast Genome Sequence and Phylogenetic Analysis of Quercus acutissima,International Journal of Molecular Sciences,,1422-0067,10.3390/ijms19082443,https://www.mdpi.com/1422-0067/19/8/2443,"Quercus acutissima, an important endemic and ecological plant of the Quercus genus, is widely distributed throughout China. However, there have been few studies on its chloroplast genome. In this study, the complete chloroplast (cp) genome of Q. acutissima was sequenced, analyzed, and compared to four species in the Fagaceae family. The size of the Q. acutissima chloroplast genome is 161,124 bp, including one large single copy (LSC) region of 90,423 bp and one small single copy (SSC) region of 19,068 bp, separated by two inverted repeat (IR) regions of 51,632 bp. The GC content of the whole genome is 36.08%, while those of LSC, SSC, and IR are 34.62%, 30.84%, and 42.78%, respectively. The Q. acutissima chloroplast genome encodes 136 genes, including 88 protein-coding genes, four ribosomal RNA genes, and 40 transfer RNA genes. In the repeat structure analysis, 31 forward and 22 inverted long repeats and 65 simple-sequence repeat loci were detected in the Q. acutissima cp genome. The existence of abundant simple-sequence repeat loci in the genome suggests the potential for future population genetic work. The genome comparison revealed that the LSC region is more divergent than the SSC and IR regions, and there is higher divergence in noncoding regions than in coding regions. The phylogenetic relationships of 25 species inferred that members of the Quercus genus do not form a clade and that Q. acutissima is closely related to Q. variabilis. This study identified the unique characteristics of the Q. acutissima cp genome, which will provide a theoretical basis for species identification and biological research.",2018-08,31/05/24 4:23,31/05/24 4:23,31/05/24 4:23,2443,,8,19,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 8 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/nelly/Zotero/storage/G3M59F5S/Li et al. - 2018 - Complete Chloroplast Genome Sequence and Phylogene.pdf; ,notion://www.notion.so/Li-et-al-2018-47933113db954feb99faef535e48b732,notion,<i>Quercus</i>; chloroplast genome; phylogenetic relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425QS8EF,journalArticle,2019,"Liu, Xue; Chang, Er-Mei; Liu, Jian-Feng; Huang, Yue-Ning; Wang, Ya; Yao, Ning; Jiang, Ze-Ping","Complete Chloroplast Genome Sequence and Phylogenetic Analysis of Quercus bawanglingensis Huang, Li et Xing, a Vulnerable Oak Tree in China",Forests,,1999-4907,10.3390/f10070587,https://www.mdpi.com/1999-4907/10/7/587,"Quercus bawanglingensis Huang, Li et Xing, an endemic evergreen oak of the genus Quercus (Fagaceae) in China, is currently listed in the Red List of Chinese Plants as a vulnerable (VU) plant. No chloroplast (cp) genome information is currently available for Q. bawanglingensis, which would be essential for the establishment of guidelines for its conservation and breeding. In the present study, the cp genome of Q. bawanglingensis was sequenced and assembled into double-stranded circular DNA with a length of 161,394 bp. Two inverted repeats (IRs) with a total of 51,730 bp were identified, and the rest of the sequence was separated into two single-copy regions, namely, a large single-copy (LSC) region (90,628 bp) and a small single-copy (SSC) region (19,036 bp). The genome of Q. bawanglingensis contains 134 genes (86 protein-coding genes, 40 tRNAs and eight rRNAs). More forward (29) than inverted long repeats (21) are distributed in the cp genome. A simple sequence repeat (SSR) analysis showed that the genome contains 82 SSR loci, involving 84.15% A/T mononucleotides. Sequence comparisons among the nine complete cp genomes, including the genomes of Q. bawanglingensis, Q. tarokoensis Hayata (NC036370), Q. aliena var. acutiserrata Maxim. ex Wenz. (KU240009), Q. baronii Skan (KT963087), Q. aquifolioides Rehd. et Wils. (KX911971), Q. variabilis Bl. (KU240009), Fagus engleriana Seem. (KX852398), Lithocarpus balansae (Drake) A. Camus (KP299291) and Castanea mollissima Bl. (HQ336406), demonstrated that the diversity of SC regions was higher than that of IR regions, which might facilitate identification of the relationships within this extremely complex family. A phylogenetic analysis showed that Fagus engleriana and Trigonobalanus doichangensis form the basis of the produced evolutionary tree. Q. bawanglingensis and Q. tarokoensis, which belong to the group Ilex, share the closest relationship. The analysis of the cp genome of Q. bawanglingensis provides crucial genetic information for further studies of this vulnerable species and the taxonomy, phylogenetics and evolution of Quercus.",2019-07,31/05/24 3:17,31/05/24 3:17,31/05/24 3:17,587,,7,10,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 7 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/nelly/Zotero/storage/E8MUZRQZ/Liu et al. - 2019 - Complete Chloroplast Genome Sequence and Phylogene.pdf; ,notion://www.notion.so/Liu-et-al-2019-251e3eefe3414ccba29d85a35ec7567e,notion,<i>Q. bawanglingensis</i>; chloroplast (cp) genome; comparative analysis; interspecific relationships; phylogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGP5UIDY,journalArticle,2016,"Xu, Jin; Jiang, Xiao-Long; Deng, Min; Westwood, Murphy; Song, Yi-Gang; Zheng, Si-Si",Conservation genetics of rare trees restricted to subtropical montane cloud forests in southern China: a case study from Quercus arbutifolia (Fagaceae),Tree Genetics & Genomes,,1614-2950,10.1007/s11295-016-1048-1,https://doi.org/10.1007/s11295-016-1048-1,"Montane cloud forests (MCFs), with their isolated nature, offer excellent opportunities to study the long-term effects of habitat fragmentation and the impacts of climate change. Quercus arbutifolia is a rare oak in MCFs of southern China and Vietnam. Its isolated populations, small population size and unique ecological niche make this species vulnerable to climate change and habitat loss. In this study, we used chloroplast (cpDNA) and nuclear (ITS) DNA sequences to investigate genetic divergence patterns and demographic history of five of the six known populations of Q. arbutifolia. Considering its small population size and fragmentation, Q. arbutifolia has unexpectedly high genetic diversity. The time since the most recent common ancestor of all cpDNA haplotypes was c. 10.25 Ma, and the rapid diversification of haplotypes occurred during the Quaternary. The maximum clade credibility chronogram of cpDNA haplotypes suggests that the DM population (Daming Mountain, Guangxi province) diverged early and rapidly became isolated from other populations. The Pearl River drainage system may have been the main geographic barrier between DM and other populations since the late Miocene. ITS data suggests that population expansion occurred during the last interglacial of the Quaternary. The combined effects of pre-Quaternary and Quaternary climatic and geological changes were the main drivers to the current genetic diversity and distribution pattern of Q. arbutifolia. Because of the high between-population genetic differentiation and high within-population genetic diversity of Q. arbutifolia, conservation efforts should be implemented for all populations, but if conservation resources are limited, populations DM, YZ (Mang Mountain, Hunan province) and ZZ (Daqin Mountain, Fujian province) should have priority.",30/08/16,29/05/24 9:55,29/05/24 9:56,29/05/24 9:55,90,,5,12,,Tree Genetics & Genomes,Conservation genetics of rare trees restricted to subtropical montane cloud forests in southern China,,,,,,,en,,,,,Springer Link,,,,/Users/nelly/Zotero/storage/U9PF47GI/Xu et al. - 2016 - Conservation genetics of rare trees restricted to .pdf; ,notion://www.notion.so/Xu-et-al-2016-0bf1bca3b9284790ac13c6594b27f66f,notion,Population genetics; cpDNA; Endangered; ITS; Phylogeography; Quercus subgenus Cyclobalanopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WBSIRHJ,journalArticle,2006,"Grivet, Delphine; Deguilloux, Marie-France; Petit, Remy J.; Sork, Victoria L.",Contrasting patterns of historical colonization in white oaks (Quercus spp.) in California and Europe,Molecular Ecology,,1365-294X,10.1111/j.1365-294X.2006.03083.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2006.03083.x,"Phylogeography allows the inference of evolutionary processes that have shaped the current distribution of genealogical lineages across a landscape. In this perspective, comparative phylogeographical analyses are useful in detecting common historical patterns by either comparing different species within the same area within a continent or by comparing similar species in different areas. Here, we analyse one taxon (the white oak, genus Quercus, subgenus Quercus, section Quercus) that is widespread worldwide, and we evaluate its phylogeographical pattern on two different continents: western North America and Western Europe. The goals of the present study are: (i) to compare the chloroplast genetic diversity found in one California oak species vs. that found in the extensively studied European oak species (in France and the Iberian Peninsula); (ii) to contrast the geographical structure of haplotypes between these two taxa and test for a phylogeographical structure for the California species. For this purpose, we used the same six maternally inherited chloroplast microsatellite markers and a similar sampling strategy. The haplotype diversity within site as well as the differentiation among sites was alike in both taxa, but the Californian species has higher allelic richness with a greater number of haplotypes (39 vs. 11 in the European white oak complex). Furthermore, in California these 39 haplotypes are distributed locally in patches while in the European oaks haplotypes are distributed into lineages partitioned longitudinally. These contrasted patterns could indicate that gene movement in California oak populations have been more stable in response to past climatic and geological events, in contrast to their European counterparts.",2006,30/05/24 4:43,30/05/24 4:43,30/05/24 4:43,4085-4093,,13,15,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-294X.2006.03083.x,,/Users/nelly/Zotero/storage/4X8YU46C/Grivet et al. - 2006 - Contrasting patterns of historical colonization in.pdf; ; /Users/nelly/Zotero/storage/9SECU3HF/j.1365-294x.2006.03083.html,notion://www.notion.so/Grivet-et-al-2006-9fff9539e8954458b8999ed7ddfb366d,notion,migration; chloroplast DNA; comparative phylogeography; glaciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5IM4G34,journalArticle,2018,"Rodríguez-Correa, Hernando; Oyama, Ken; Quesada, Mauricio; Fuchs, Eric J; González-Rodríguez, Antonio",Contrasting Patterns of Population History and Seed-mediated Gene Flow in Two Endemic Costa Rican Oak Species,Journal of Heredity,,0022-1503,10.1093/jhered/esy011,https://doi.org/10.1093/jhered/esy011,"Lower Central America is an important area to study recent population history and diversification of Neotropical species due to its complex and dynamic geology and climate. Phylogeographic studies in this region are few in comparison with other regions and even less for tree species. The aim of the present study was to characterize the phylogeographic structure in 2 partially co-distributed endemic oak species (Quercus costaricensis and Q. bumelioides) of the Costa Rican mountains using chloroplast short sequence repeats (cpSSRs), and to test for the effect of geological and palaeoclimatic processes on their population history. Genetic diversity and structure, haplotype networks, patterns of seed-mediated gene flow and historical demography were estimated for both species. Results suggested contrasting patterns. Quercus costaricensis exhibited high values of genetic diversity, a marked phylogeographic structure, a north-to-south genetic diversity gradient and evidence of a demographic expansion during the Quaternary. Quercus bumelioides did not show significant genetic structure and the haplotype network and historical demography estimates suggested a recent population expansion probably during the Pleistocene-Holocene transition. The phylogeographic structure of Q. costaricensis seems to be related to Pleistocene altitudinal migration due to its higher altitudinal distribution. Meanwhile, historical seed-mediated gene flow through the lower altitudinal distribution of Q. bumelioides may have promoted the homogenization of genetic variation. Population expansion and stable availability of suitable climatic areas in both species probably indicate that palaeoclimatic changes promoted downwards altitudinal migration and formation of continuous forests allowing oak species to expand their distribution into the Panamanian mountains during glacial stages.",27/06/18,30/05/24 2:15,30/05/24 2:15,30/05/24 2:15,530-542,,5,109,,Journal of Heredity,,,,,,,,,,,,,Silverchair,,,,/Users/nelly/Zotero/storage/EMCX4ZPU/Rodríguez-Correa et al. - 2018 - Contrasting Patterns of Population History and See.pdf; ; /Users/nelly/Zotero/storage/HXSFNC8M/4917313.html,notion://www.notion.so/Rodr-guez-Correa-et-al-2018-ae63cc43f553464b99bf54447210c45e,notion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DK4DAL4,journalArticle,2020,"López de Heredia, Unai; Mora-Márquez, Fernando; Goicoechea, Pablo G.; Guillardín-Calvo, Laura; Simeone, Marco C.; Soto, Álvaro",ddRAD Sequencing-Based Identification of Genomic Boundaries and Permeability in Quercus ilex and Q. suber Hybrids,Frontiers in Plant Science,,1664-462X,10.3389/fpls.2020.564414,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2020.564414/full,"<p>Hybridization and its relevance is a hot topic in ecology and evolutionary biology. Interspecific gene flow may play a key role in species adaptation to environmental change, as well as in the survival of endangered populations. Despite the fact that hybridization is quite common in plants, many hybridizing species, such as <italic>Quercus</italic> spp., maintain their integrity, while precise determination of genomic boundaries between species remains elusive. Novel high throughput sequencing techniques have opened up new perspectives in the comparative analysis of genomes and in the study of historical and current interspecific gene flow. In this work, we applied ddRADseq technique and developed an <italic>ad hoc</italic> bioinformatics pipeline for the study of ongoing hybridization between two relevant Mediterranean oaks, <italic>Q. ilex</italic> and <italic>Q. suber</italic>. We adopted a local scale approach, analyzing adult hybrids (<italic>sensu lato</italic>) identified in a mixed stand and their open-pollinated progenies. We have identified up to 9,251 markers across the genome and have estimated individual introgression levels in adults and seedlings. Estimated contribution of <italic>Q. suber</italic> to the genome is higher, on average, in hybrid progenies than in hybrid adults, suggesting preferential backcrossing with this parental species, maybe followed by selection during juvenile stages against individuals with higher <italic>Q. suber</italic> genomic contribution. Most discriminating markers seem to be scattered throughout the genome, suggesting that a large number of small genomic regions underlie boundaries between these species. In adult hybrids 273 markers (3%) showed allelic frequencies very similar to one of the parental species, and very different from the other; these loci could be relevant for understanding the hybridization process and the occurrence of adaptive introgression. Candidate marker databases developed in this study constitute a valuable resource to design large scale re-sequencing experiments in Mediterranean sclerophyllous oak species and could provide insight into species boundaries and adaptive introgression between <italic>Q. suber</italic> and <italic>Q. ilex</italic>.</p>",04/09/20,31/05/24 3:01,31/05/24 3:01,31/05/24 3:01,,,,11,,Front. Plant Sci.,,,,,,,,English,,,,,Frontiers,,Publisher: Frontiers,,; /Users/nelly/Zotero/storage/KY4WK3SZ/López de Heredia et al. - 2020 - ddRAD Sequencing-Based Identification of Genomic B.pdf,notion://www.notion.so/L-pez-de-Heredia-et-al-2020-61a79943c3d246c686377800469da66f,notion,ddRADSeq; genomic boundaries; hybridization; Introgression; Quercus; snps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE52EF44,journalArticle,2014,"Sugiura, Nami; Kurokochi, Hiroyuki; Tan, Engkong; Asakawa, Shuichi; Sato, Naoki; Saito, Yoko; Ide, Yuji","Development of 13 polymorphic chloroplast DNA markers in Quercus gilva, a regionally endemic species in Japan",Conservation Genetics Resources,,1877-7260,10.1007/s12686-014-0256-y,https://doi.org/10.1007/s12686-014-0256-y,"Quercus gilva is an evergreen oak species which is native to Japan, continental China and the islands of Taiwan. However, because of historical logging practices and habitat destruction in ancient times, Q. gilva is threatened with extinction in several regions of Japan. In this study, 13 polymorphic markers spanning the whole chloroplast DNA of Q. gilva were developed, using next-generation sequencing technology. These markers could distinguish between two individuals established in close proximity to one another as well as those from geographically-distinct regions. This indicates that the markers will be suitable for detecting the genetic structure and phylogeography of Q. gilva on both a large and a fine scale, potentially providing us with useful information for the conservation of this species.",01/12/14,29/05/24 10:07,29/05/24 10:08,29/05/24 10:07,961-965,,4,6,,Conservation Genet Resour,,,,,,,,en,,,,,Springer Link,,,,/Users/nelly/Zotero/storage/ILP8H393/Sugiura et al. - 2014 - Development of 13 polymorphic chloroplast DNA mark.pdf; ,notion://www.notion.so/Sugiura-et-al-2014-a7ae52a5196c411d99e97f2c7d631630,notion,Phylogeography; Chloroplast DNA; Genetic marker; Next-generation sequencer; Oak tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUV4PUUT,journalArticle,2009,"Kawaji, Mari; Kaneko, Shingo; Tateno, Ryunosuke; Isagi, Yuji; Yoneda, Tsuyoshi","Development of microsatellite markers for Quercus miyagii Koidz. (Fagaceae), an endemic species in the Ryukyu Islands, Japan",Conservation Genetics,,1572-9737,10.1007/s10592-008-9685-z,https://doi.org/10.1007/s10592-008-9685-z,"Quercus miyagii is an endemic tree species in the Ryukyu Islands, Japan. We isolated and characterized 15 microsatellite loci in this species. The number of alleles ranged from 2 to 16 and expected heterozygosities from 0.07 to 0.92. This set of markers is potentially useful to investigate the genetic structure, gene flow, and the biogeographic history of Q. miyagii in the Ryukyu Islands, Japan.",01/08/09,29/05/24 9:32,29/05/24 9:32,29/05/24 9:32,1049-1051,,4,10,,Conserv Genet,,,,,,,,en,,,,,Springer Link,,,,/Users/nelly/Zotero/storage/ZXIE8UEQ/Kawaji et al. - 2009 - Development of microsatellite markers for Quercus .pdf; ,notion://www.notion.so/Kawaji-et-al-2009-4f546e2b71b7461a8bb0c633a043f057,notion,Conservation; Endangered species; Microsatellite; Quercus miyagii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SDP3QMT,journalArticle,2020,"Blanc-Jolivet, Celine; Bakhtina, Svetlana; Yanbaev, Ruslan; Yanbaev, Yulai; Mader, Malte; Guichoux, Erwan; Degen, Bernd",Development of new SNPs loci on Quercus robur and Quercus petraea for genetic studies covering the whole species' distribution range,Conservation Genetics Resources,,,10.1007/s12686-020-01141-z,https://hal.inrae.fr/hal-02929362,We used double digest restriction site associated DNA sequencing (ddRAD) to develop new geographically informative nuclear SNP loci inQuercus roburandQuercus petraea. Genotypes derived from sequence data of 95 individuals covering the distribution range of the species were analysed to select geographically informative and polymorphic loci within Russia and Germany. We successfully screened a selected set of 119 loci on a MassARRAY (R) iPLEX (TM) platform on 190 individuals from 19 locations in Russia. The newly developed loci will be useful for genetic studies over the whole distribution range of both species.,2020,29/05/24 10:13,29/05/24 10:13,29/05/24 10:13,01-abr,,,,,,,,,,,,,,,,,,HAL Archives Ouvertes,,Publisher: Springer,,/Users/nelly/Zotero/storage/LJEM2Q9E/hal-02929362.html; ; /Users/nelly/Zotero/storage/9LZISNXZ/Blanc-Jolivet et al. - 2020 - Development of new SNPs loci on Quercus robur and .pdf,notion://www.notion.so/Blanc-Jolivet-et-al-2020-61551b56ac384844bf1b08227c71d367,notion,Quercus petraea; Quercus robur; Single nucleotide polymorphism; MassARRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
